 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/64Ni-V.dat

 Ion = Nickel       [28] , Mass = 64 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Nickel       [28] , Mass = 64 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.056E-01  2.380E+00      65 A        35 A        26 A   
  11.00 keV   1.108E-01  2.433E+00      70 A        38 A        27 A   
  12.00 keV   1.157E-01  2.481E+00      74 A        40 A        29 A   
  13.00 keV   1.204E-01  2.524E+00      78 A        41 A        30 A   
  14.00 keV   1.249E-01  2.563E+00      83 A        43 A        32 A   
  15.00 keV   1.293E-01  2.598E+00      87 A        45 A        33 A   
  16.00 keV   1.336E-01  2.630E+00      91 A        47 A        34 A   
  17.00 keV   1.377E-01  2.660E+00      95 A        49 A        36 A   
  18.00 keV   1.417E-01  2.687E+00      99 A        51 A        37 A   
  20.00 keV   1.493E-01  2.734E+00     107 A        54 A        40 A   
  22.50 keV   1.584E-01  2.784E+00     117 A        59 A        43 A   
  25.00 keV   1.670E-01  2.825E+00     127 A        63 A        46 A   
  27.50 keV   1.751E-01  2.859E+00     136 A        67 A        49 A   
  30.00 keV   1.829E-01  2.888E+00     146 A        71 A        52 A   
  32.50 keV   1.904E-01  2.912E+00     155 A        76 A        55 A   
  35.00 keV   1.976E-01  2.931E+00     165 A        80 A        58 A   
  37.50 keV   2.045E-01  2.948E+00     174 A        84 A        60 A   
  40.00 keV   2.112E-01  2.962E+00     184 A        88 A        63 A   
