 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/64Cu-V.dat

 Ion = Copper       [29] , Mass = 64 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Copper       [29] , Mass = 64 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.227E-01  2.432E+00      64 A        35 A        25 A   
  11.00 keV   1.287E-01  2.487E+00      68 A        37 A        27 A   
  12.00 keV   1.344E-01  2.537E+00      72 A        39 A        28 A   
  13.00 keV   1.399E-01  2.582E+00      77 A        41 A        30 A   
  14.00 keV   1.452E-01  2.623E+00      81 A        42 A        31 A   
  15.00 keV   1.503E-01  2.659E+00      85 A        44 A        32 A   
  16.00 keV   1.552E-01  2.693E+00      89 A        46 A        34 A   
  17.00 keV   1.600E-01  2.724E+00      93 A        48 A        35 A   
  18.00 keV   1.647E-01  2.752E+00      97 A        50 A        36 A   
  20.00 keV   1.736E-01  2.802E+00     104 A        53 A        39 A   
  22.50 keV   1.841E-01  2.855E+00     114 A        57 A        42 A   
  25.00 keV   1.941E-01  2.899E+00     123 A        61 A        45 A   
  27.50 keV   2.035E-01  2.935E+00     133 A        66 A        48 A   
  30.00 keV   2.126E-01  2.966E+00     142 A        70 A        51 A   
  32.50 keV   2.213E-01  2.991E+00     151 A        74 A        53 A   
  35.00 keV   2.296E-01  3.013E+00     160 A        77 A        56 A   
  37.50 keV   2.377E-01  3.031E+00     169 A        81 A        59 A   
  40.00 keV   2.455E-01  3.046E+00     178 A        85 A        62 A   
