 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> December 08, 2018 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/77Kr-isobutane_2.0torr.dat

 Ion = Krypton      [36] , Mass = 77 amu

 Density =  6.4690E-06 g/cm3 = 9.3832E+17 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Krypton      [36] , Mass = 77 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.156E+00  7.228E+00    2.84 mm   560.20 um   447.19 um  
  11.00 keV   1.213E+00  7.399E+00    3.01 mm   587.19 um   471.23 um  
  12.00 keV   1.267E+00  7.554E+00    3.17 mm   613.23 um   494.51 um  
  13.00 keV   1.318E+00  7.693E+00    3.33 mm   638.43 um   517.12 um  
  14.00 keV   1.368E+00  7.819E+00    3.49 mm   662.90 um   539.15 um  
  15.00 keV   1.416E+00  7.934E+00    3.65 mm   686.73 um   560.65 um  
  16.00 keV   1.463E+00  8.040E+00    3.80 mm   709.98 um   581.67 um  
  17.00 keV   1.508E+00  8.136E+00    3.95 mm   732.71 um   602.26 um  
  18.00 keV   1.551E+00  8.226E+00    4.10 mm   754.97 um   622.46 um  
  20.00 keV   1.635E+00  8.384E+00    4.39 mm   798.69 um   661.82 um  
  22.50 keV   1.734E+00  8.552E+00    4.75 mm   851.48 um   709.30 um  
  25.00 keV   1.828E+00  8.693E+00    5.10 mm   902.27 um   755.15 um  
  27.50 keV   1.917E+00  8.812E+00    5.44 mm   951.38 um   799.61 um  
  30.00 keV   2.003E+00  8.912E+00    5.78 mm   999.05 um   842.87 um  
