 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 15, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/32P-isobutane_10.0torr.dat

 Ion = Phosphorus   [15] , Mass = 32 amu

 Density =  3.2345E-05 g/cm3 = 4.6916E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Phosphorus   [15] , Mass = 32 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.036E+00  3.951E+00  720.70 um   175.93 um   141.29 um  
  11.00 keV   1.087E+00  3.961E+00  776.03 um   187.23 um   150.46 um  
  12.00 keV   1.135E+00  3.964E+00  830.88 um   198.29 um   159.43 um  
  13.00 keV   1.182E+00  3.963E+00  885.34 um   209.13 um   168.23 um  
  14.00 keV   1.226E+00  3.959E+00  939.45 um   219.78 um   176.87 um  
  15.00 keV   1.269E+00  3.951E+00  993.27 um   230.27 um   185.37 um  
  16.00 keV   1.311E+00  3.941E+00    1.05 mm   240.59 um   193.75 um  
  17.00 keV   1.351E+00  3.928E+00    1.10 mm   250.77 um   202.02 um  
  18.00 keV   1.390E+00  3.915E+00    1.15 mm   260.82 um   210.18 um  
  20.00 keV   1.465E+00  3.883E+00    1.26 mm   280.68 um   226.23 um  
  22.50 keV   1.554E+00  3.839E+00    1.39 mm   304.95 um   245.85 um  
  25.00 keV   1.638E+00  3.791E+00    1.52 mm   328.56 um   265.04 um  
  27.50 keV   1.718E+00  3.741E+00    1.65 mm   351.59 um   283.86 um  
  30.00 keV   1.795E+00  3.691E+00    1.78 mm   374.08 um   302.36 um  
  32.50 keV   1.868E+00  3.640E+00    1.91 mm   396.09 um   320.57 um  
