 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> November 07, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/83Sr-isobutane_2.0torr.dat

 Ion = Strontium    [38] , Mass = 83 amu

 Density =  6.4690E-06 g/cm3 = 9.3832E+17 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Strontium    [38] , Mass = 83 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.341E-01  7.370E+00    2.97 mm   585.38 um   464.30 um  
  11.00 keV   7.699E-01  7.554E+00    3.14 mm   613.37 um   489.13 um  
  12.00 keV   8.041E-01  7.720E+00    3.31 mm   640.37 um   513.19 um  
  13.00 keV   8.370E-01  7.871E+00    3.48 mm   666.52 um   536.59 um  
  14.00 keV   8.685E-01  8.009E+00    3.64 mm   691.92 um   559.38 um  
  15.00 keV   8.990E-01  8.134E+00    3.80 mm   716.66 um   581.65 um  
  16.00 keV   9.285E-01  8.250E+00    3.96 mm   740.81 um   603.44 um  
  17.00 keV   9.571E-01  8.357E+00    4.12 mm   764.43 um   624.79 um  
  18.00 keV   9.848E-01  8.455E+00    4.27 mm   787.58 um   645.75 um  
  20.00 keV   1.038E+00  8.632E+00    4.58 mm   833.06 um   686.63 um  
  22.50 keV   1.101E+00  8.821E+00    4.95 mm   888.06 um   736.03 um  
  25.00 keV   1.161E+00  8.980E+00    5.31 mm   941.06 um   783.81 um  
  27.50 keV   1.217E+00  9.117E+00    5.66 mm   992.37 um   830.21 um  
  30.00 keV   1.271E+00  9.234E+00    6.01 mm     1.04 mm   875.43 um  
