 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> June 08, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/100In-isobutane_5.0torr.dat

 Ion = Indium       [49] , Mass = 100 amu

 Density =  1.6172E-05 g/cm3 = 2.3458E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Indium       [49] , Mass = 100 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.301E-01  8.139E+00    1.16 mm   220.77 um   170.83 um  
  11.00 keV   7.657E-01  8.379E+00    1.22 mm   230.69 um   179.52 um  
  12.00 keV   7.998E-01  8.597E+00    1.29 mm   240.21 um   187.92 um  
  13.00 keV   8.324E-01  8.797E+00    1.35 mm   249.39 um   196.07 um  
  14.00 keV   8.638E-01  8.981E+00    1.41 mm   258.28 um   204.00 um  
  15.00 keV   8.942E-01  9.152E+00    1.47 mm   266.90 um   211.72 um  
  16.00 keV   9.235E-01  9.311E+00    1.52 mm   275.29 um   219.27 um  
  17.00 keV   9.519E-01  9.459E+00    1.58 mm   283.47 um   226.65 um  
  18.00 keV   9.795E-01  9.597E+00    1.63 mm   291.46 um   233.88 um  
  20.00 keV   1.032E+00  9.849E+00    1.74 mm   307.11 um   247.95 um  
  22.50 keV   1.095E+00  1.012E+01    1.87 mm   325.92 um   264.89 um  
  25.00 keV   1.154E+00  1.036E+01    2.00 mm   343.94 um   281.23 um  
  27.50 keV   1.211E+00  1.058E+01    2.13 mm   361.31 um   297.04 um  
  30.00 keV   1.265E+00  1.076E+01    2.25 mm   378.12 um   312.41 um  
  32.50 keV   1.316E+00  1.093E+01    2.37 mm   394.45 um   327.39 um  
