 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 31, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/85Y-Cu.dat

 Ion = Yttrium      [39] , Mass = 85 amu

 Density =  8.9200E+00 g/cm3 = 8.4531E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Cu     29    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Yttrium      [39] , Mass = 85 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.083E-01  2.694E+00      42 A        23 A        17 A   
  11.00 keV   1.136E-01  2.772E+00      44 A        25 A        18 A   
  12.00 keV   1.186E-01  2.843E+00      47 A        26 A        19 A   
  13.00 keV   1.234E-01  2.908E+00      49 A        27 A        20 A   
  14.00 keV   1.281E-01  2.968E+00      52 A        28 A        20 A   
  15.00 keV   1.326E-01  3.023E+00      54 A        29 A        21 A   
  16.00 keV   1.370E-01  3.075E+00      56 A        30 A        22 A   
  17.00 keV   1.412E-01  3.123E+00      59 A        31 A        23 A   
  18.00 keV   1.453E-01  3.168E+00      61 A        32 A        23 A   
  20.00 keV   1.531E-01  3.249E+00      65 A        34 A        25 A   
  22.50 keV   1.624E-01  3.338E+00      71 A        37 A        27 A   
  25.00 keV   1.712E-01  3.415E+00      76 A        39 A        29 A   
  27.50 keV   1.795E-01  3.483E+00      81 A        41 A        30 A   
  30.00 keV   1.875E-01  3.542E+00      87 A        44 A        32 A   
  32.50 keV   1.952E-01  3.596E+00      92 A        46 A        34 A   
  35.00 keV   2.026E-01  3.643E+00      97 A        48 A        35 A   
  37.50 keV   2.097E-01  3.686E+00     102 A        50 A        37 A   
  40.00 keV   2.165E-01  3.724E+00     107 A        52 A        38 A   
