 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> July 21, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/21Na-isobutane_6.0torr.dat

 Ion = Sodium       [11] , Mass = 21 amu

 Density =  1.9407E-05 g/cm3 = 2.8149E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Sodium       [11] , Mass = 21 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.183E-01  2.731E+00    1.48 mm   408.47 um   312.69 um  
  11.00 keV   8.582E-01  2.707E+00    1.60 mm   438.22 um   335.17 um  
  12.00 keV   8.964E-01  2.681E+00    1.73 mm   467.49 um   357.32 um  
  13.00 keV   9.330E-01  2.654E+00    1.86 mm   496.34 um   379.20 um  
  14.00 keV   9.682E-01  2.626E+00    1.99 mm   524.78 um   400.83 um  
  15.00 keV   1.002E+00  2.598E+00    2.11 mm   552.84 um   422.24 um  
  16.00 keV   1.035E+00  2.570E+00    2.24 mm   580.56 um   443.46 um  
  17.00 keV   1.067E+00  2.542E+00    2.37 mm   607.94 um   464.51 um  
  18.00 keV   1.098E+00  2.514E+00    2.50 mm   635.01 um   485.40 um  
  20.00 keV   1.157E+00  2.459E+00    2.75 mm   688.55 um   526.81 um  
  22.50 keV   1.227E+00  2.392E+00    3.07 mm   754.03 um   577.92 um  
  25.00 keV   1.294E+00  2.329E+00    3.40 mm   817.78 um   628.39 um  
  27.50 keV   1.357E+00  2.269E+00    3.72 mm   879.94 um   678.29 um  
  30.00 keV   1.417E+00  2.211E+00    4.04 mm   940.59 um   727.69 um  
