 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> June 14, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/80Sr-isobutane_2.0torr.dat

 Ion = Strontium    [38] , Mass = 80 amu

 Density =  6.4690E-06 g/cm3 = 9.3832E+17 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Strontium    [38] , Mass = 80 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.477E-01  7.410E+00    2.93 mm   585.39 um   464.86 um  
  11.00 keV   7.842E-01  7.594E+00    3.10 mm   613.54 um   489.81 um  
  12.00 keV   8.191E-01  7.758E+00    3.27 mm   640.71 um   513.98 um  
  13.00 keV   8.525E-01  7.908E+00    3.43 mm   667.02 um   537.48 um  
  14.00 keV   8.847E-01  8.044E+00    3.60 mm   692.59 um   560.39 um  
  15.00 keV   9.157E-01  8.168E+00    3.76 mm   717.51 um   582.77 um  
  16.00 keV   9.458E-01  8.282E+00    3.91 mm   741.84 um   604.68 um  
  17.00 keV   9.749E-01  8.387E+00    4.07 mm   765.65 um   626.15 um  
  18.00 keV   1.003E+00  8.485E+00    4.22 mm   788.98 um   647.22 um  
  20.00 keV   1.057E+00  8.658E+00    4.52 mm   834.83 um   688.34 um  
  22.50 keV   1.122E+00  8.844E+00    4.89 mm   890.28 um   738.02 um  
  25.00 keV   1.182E+00  9.000E+00    5.25 mm   943.75 um   786.09 um  
  27.50 keV   1.240E+00  9.133E+00    5.60 mm   995.54 um   832.79 um  
  30.00 keV   1.295E+00  9.248E+00    5.95 mm     1.05 mm   878.31 um  
