 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 15, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/31P-isobutane_10.0torr.dat

 Ion = Phosphorus   [15] , Mass = 31 amu

 Density =  3.2345E-05 g/cm3 = 4.6916E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Phosphorus   [15] , Mass = 31 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.053E+00  3.932E+00  717.07 um   177.02 um   141.81 um  
  11.00 keV   1.104E+00  3.940E+00  772.33 um   188.43 um   151.03 um  
  12.00 keV   1.153E+00  3.942E+00  827.11 um   199.60 um   160.06 um  
  13.00 keV   1.200E+00  3.940E+00  881.51 um   210.56 um   168.91 um  
  14.00 keV   1.246E+00  3.934E+00  935.58 um   221.32 um   177.61 um  
  15.00 keV   1.289E+00  3.925E+00  989.36 um   231.91 um   186.16 um  
  16.00 keV   1.332E+00  3.914E+00    1.04 mm   242.35 um   194.60 um  
  17.00 keV   1.373E+00  3.901E+00    1.10 mm   252.63 um   202.91 um  
  18.00 keV   1.413E+00  3.886E+00    1.15 mm   262.78 um   211.13 um  
  20.00 keV   1.489E+00  3.853E+00    1.26 mm   282.85 um   227.29 um  
  22.50 keV   1.579E+00  3.806E+00    1.39 mm   307.35 um   247.04 um  
  25.00 keV   1.665E+00  3.757E+00    1.52 mm   331.19 um   266.36 um  
  27.50 keV   1.746E+00  3.706E+00    1.65 mm   354.44 um   285.31 um  
  30.00 keV   1.824E+00  3.655E+00    1.78 mm   377.15 um   303.93 um  
  32.50 keV   1.898E+00  3.603E+00    1.91 mm   399.36 um   322.27 um  
