 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/68Ge-V.dat

 Ion = Germanium    [32] , Mass = 68 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Germanium    [32] , Mass = 68 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.588E-01  2.627E+00      61 A        32 A        24 A   
  11.00 keV   1.665E-01  2.691E+00      65 A        34 A        25 A   
  12.00 keV   1.739E-01  2.748E+00      69 A        36 A        26 A   
  13.00 keV   1.810E-01  2.800E+00      73 A        38 A        28 A   
  14.00 keV   1.879E-01  2.847E+00      76 A        39 A        29 A   
  15.00 keV   1.945E-01  2.891E+00      80 A        41 A        30 A   
  16.00 keV   2.008E-01  2.930E+00      84 A        43 A        31 A   
  17.00 keV   2.070E-01  2.967E+00      87 A        44 A        32 A   
  18.00 keV   2.130E-01  3.000E+00      91 A        46 A        34 A   
  20.00 keV   2.245E-01  3.060E+00      98 A        49 A        36 A   
  22.50 keV   2.382E-01  3.124E+00     107 A        53 A        39 A   
  25.00 keV   2.510E-01  3.178E+00     116 A        56 A        41 A   
  27.50 keV   2.633E-01  3.224E+00     124 A        60 A        44 A   
  30.00 keV   2.750E-01  3.262E+00     132 A        64 A        46 A   
  32.50 keV   2.862E-01  3.296E+00     141 A        67 A        49 A   
  35.00 keV   2.970E-01  3.325E+00     149 A        71 A        51 A   
  37.50 keV   3.075E-01  3.349E+00     157 A        74 A        54 A   
  40.00 keV   3.175E-01  3.371E+00     166 A        77 A        56 A   
