 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/66Zn-V.dat

 Ion = Zinc         [30] , Mass = 66 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Zinc         [30] , Mass = 66 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.938E-01  2.505E+00      62 A        33 A        24 A   
  11.00 keV   2.033E-01  2.564E+00      66 A        35 A        26 A   
  12.00 keV   2.123E-01  2.617E+00      70 A        37 A        27 A   
  13.00 keV   2.210E-01  2.664E+00      74 A        39 A        28 A   
  14.00 keV   2.293E-01  2.707E+00      78 A        40 A        29 A   
  15.00 keV   2.374E-01  2.747E+00      82 A        42 A        31 A   
  16.00 keV   2.452E-01  2.783E+00      86 A        44 A        32 A   
  17.00 keV   2.527E-01  2.816E+00      90 A        45 A        33 A   
  18.00 keV   2.600E-01  2.846E+00      93 A        47 A        34 A   
  20.00 keV   2.741E-01  2.900E+00     101 A        50 A        37 A   
  22.50 keV   2.907E-01  2.956E+00     110 A        54 A        40 A   
  25.00 keV   3.065E-01  3.004E+00     119 A        58 A        42 A   
  27.50 keV   3.214E-01  3.044E+00     127 A        62 A        45 A   
  30.00 keV   3.357E-01  3.077E+00     136 A        65 A        48 A   
  32.50 keV   3.494E-01  3.106E+00     145 A        69 A        50 A   
  35.00 keV   3.626E-01  3.130E+00     154 A        73 A        53 A   
  37.50 keV   3.753E-01  3.151E+00     162 A        76 A        55 A   
  40.00 keV   3.877E-01  3.168E+00     171 A        80 A        58 A   
