 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 18, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/72As-V.dat

 Ion = Arsenic      [33] , Mass = 72 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Arsenic      [33] , Mass = 72 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.813E-01  2.716E+00      60 A        31 A        23 A   
  11.00 keV   1.901E-01  2.784E+00      64 A        33 A        24 A   
  12.00 keV   1.986E-01  2.846E+00      68 A        35 A        25 A   
  13.00 keV   2.067E-01  2.901E+00      72 A        36 A        27 A   
  14.00 keV   2.145E-01  2.952E+00      75 A        38 A        28 A   
  15.00 keV   2.220E-01  2.998E+00      79 A        40 A        29 A   
  16.00 keV   2.293E-01  3.040E+00      83 A        41 A        30 A   
  17.00 keV   2.364E-01  3.080E+00      86 A        43 A        31 A   
  18.00 keV   2.432E-01  3.116E+00      90 A        44 A        32 A   
  20.00 keV   2.564E-01  3.181E+00      96 A        47 A        35 A   
  22.50 keV   2.719E-01  3.250E+00     105 A        51 A        37 A   
  25.00 keV   2.867E-01  3.309E+00     113 A        54 A        40 A   
  27.50 keV   3.006E-01  3.359E+00     121 A        57 A        42 A   
  30.00 keV   3.140E-01  3.402E+00     130 A        61 A        45 A   
  32.50 keV   3.268E-01  3.439E+00     138 A        64 A        47 A   
  35.00 keV   3.392E-01  3.472E+00     146 A        67 A        49 A   
  37.50 keV   3.511E-01  3.500E+00     154 A        70 A        52 A   
  40.00 keV   3.626E-01  3.524E+00     161 A        74 A        54 A   
