 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 15, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/29Si-isobutane_10.0torr.dat

 Ion = Silicon      [14] , Mass = 29 amu

 Density =  3.2345E-05 g/cm3 = 4.6916E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Silicon      [14] , Mass = 29 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.218E+00  3.669E+00  725.93 um   179.79 um   143.80 um  
  11.00 keV   1.277E+00  3.669E+00  782.31 um   191.40 um   153.16 um  
  12.00 keV   1.334E+00  3.664E+00  838.21 um   202.74 um   162.31 um  
  13.00 keV   1.388E+00  3.655E+00  893.70 um   213.85 um   171.28 um  
  14.00 keV   1.441E+00  3.643E+00  948.83 um   224.75 um   180.08 um  
  15.00 keV   1.491E+00  3.629E+00    1.00 mm   235.46 um   188.73 um  
  16.00 keV   1.540E+00  3.613E+00    1.06 mm   245.98 um   197.26 um  
  17.00 keV   1.588E+00  3.596E+00    1.11 mm   256.34 um   205.66 um  
  18.00 keV   1.634E+00  3.577E+00    1.17 mm   266.55 um   213.94 um  
  20.00 keV   1.722E+00  3.537E+00    1.27 mm   286.68 um   230.23 um  
  22.50 keV   1.826E+00  3.484E+00    1.41 mm   311.17 um   250.09 um  
  25.00 keV   1.925E+00  3.430E+00    1.54 mm   334.90 um   269.48 um  
  27.50 keV   2.019E+00  3.375E+00    1.67 mm   357.93 um   288.45 um  
  30.00 keV   2.109E+00  3.320E+00    1.81 mm   380.33 um   307.06 um  
  32.50 keV   2.195E+00  3.267E+00    1.94 mm   402.15 um   325.34 um  
