 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 15, 2018 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/40Ar-isobutane_2.0torr.dat

 Ion = Argon        [18] , Mass = 40 amu

 Density =  6.4690E-06 g/cm3 = 9.3832E+17 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Argon        [18] , Mass = 40 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.283E+00  4.680E+00    3.26 mm   740.60 um   604.99 um  
  11.00 keV   1.345E+00  4.717E+00    3.49 mm   784.38 um   642.04 um  
  12.00 keV   1.405E+00  4.746E+00    3.72 mm   827.04 um   678.15 um  
  13.00 keV   1.462E+00  4.769E+00    3.95 mm   868.71 um   713.43 um  
  14.00 keV   1.518E+00  4.785E+00    4.18 mm   909.51 um   747.97 um  
  15.00 keV   1.571E+00  4.797E+00    4.40 mm   949.52 um   781.84 um  
  16.00 keV   1.622E+00  4.805E+00    4.62 mm   988.81 um   815.11 um  
  17.00 keV   1.672E+00  4.809E+00    4.84 mm     1.03 mm   847.82 um  
  18.00 keV   1.721E+00  4.811E+00    5.06 mm     1.07 mm   880.04 um  
  20.00 keV   1.814E+00  4.807E+00    5.49 mm     1.14 mm   943.14 um  
  22.50 keV   1.924E+00  4.792E+00    6.03 mm     1.23 mm     1.02 mm  
  25.00 keV   2.028E+00  4.768E+00    6.56 mm     1.32 mm     1.09 mm  
  27.50 keV   2.127E+00  4.739E+00    7.08 mm     1.41 mm     1.17 mm  
  30.00 keV   2.221E+00  4.706E+00    7.60 mm     1.49 mm     1.24 mm  
