 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> December 11, 2018 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/21Ne-isobutane_2.0torr.dat

 Ion = Neon         [10] , Mass = 21 amu

 Density =  6.4690E-06 g/cm3 = 9.3832E+17 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Neon         [10] , Mass = 21 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.280E-01  2.489E+00    4.72 mm     1.28 mm   981.76 um  
  11.00 keV   8.684E-01  2.462E+00    5.13 mm     1.38 mm     1.05 mm  
  12.00 keV   9.070E-01  2.434E+00    5.54 mm     1.47 mm     1.12 mm  
  13.00 keV   9.441E-01  2.405E+00    5.95 mm     1.56 mm     1.19 mm  
  14.00 keV   9.797E-01  2.376E+00    6.36 mm     1.65 mm     1.26 mm  
  15.00 keV   1.014E+00  2.348E+00    6.77 mm     1.74 mm     1.33 mm  
  16.00 keV   1.047E+00  2.319E+00    7.18 mm     1.82 mm     1.40 mm  
  17.00 keV   1.080E+00  2.290E+00    7.59 mm     1.91 mm     1.46 mm  
  18.00 keV   1.111E+00  2.262E+00    8.01 mm     1.99 mm     1.53 mm  
  20.00 keV   1.171E+00  2.208E+00    8.83 mm     2.16 mm     1.66 mm  
  22.50 keV   1.242E+00  2.143E+00    9.87 mm     2.36 mm     1.82 mm  
  25.00 keV   1.309E+00  2.081E+00   10.90 mm     2.56 mm     1.98 mm  
  27.50 keV   1.373E+00  2.023E+00   11.94 mm     2.75 mm     2.14 mm  
  30.00 keV   1.434E+00  1.968E+00   12.98 mm     2.94 mm     2.29 mm  
