 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> June 08, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/99In-isobutane_5.0torr.dat

 Ion = Indium       [49] , Mass = 99 amu

 Density =  1.6172E-05 g/cm3 = 2.3458E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Indium       [49] , Mass = 99 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.338E-01  8.156E+00    1.16 mm   220.69 um   170.85 um  
  11.00 keV   7.696E-01  8.395E+00    1.22 mm   230.61 um   179.55 um  
  12.00 keV   8.038E-01  8.613E+00    1.28 mm   240.14 um   187.96 um  
  13.00 keV   8.366E-01  8.813E+00    1.34 mm   249.33 um   196.12 um  
  14.00 keV   8.682E-01  8.997E+00    1.40 mm   258.23 um   204.05 um  
  15.00 keV   8.987E-01  9.168E+00    1.46 mm   266.87 um   211.79 um  
  16.00 keV   9.281E-01  9.326E+00    1.52 mm   275.27 um   219.34 um  
  17.00 keV   9.567E-01  9.474E+00    1.57 mm   283.46 um   226.73 um  
  18.00 keV   9.844E-01  9.612E+00    1.63 mm   291.46 um   233.97 um  
  20.00 keV   1.038E+00  9.863E+00    1.74 mm   307.13 um   248.06 um  
  22.50 keV   1.101E+00  1.014E+01    1.87 mm   325.97 um   265.03 um  
  25.00 keV   1.160E+00  1.038E+01    2.00 mm   344.03 um   281.39 um  
  27.50 keV   1.217E+00  1.059E+01    2.12 mm   361.43 um   297.23 um  
  30.00 keV   1.271E+00  1.077E+01    2.24 mm   378.28 um   312.62 um  
  32.50 keV   1.323E+00  1.094E+01    2.36 mm   394.64 um   327.62 um  
