 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> December 05, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/22Ne-isobutane_2.0torr.dat

 Ion = Neon         [10] , Mass = 22 amu

 Density =  6.4690E-06 g/cm3 = 9.3832E+17 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Neon         [10] , Mass = 22 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.090E-01  2.524E+00    4.73 mm     1.27 mm   973.30 um  
  11.00 keV   8.485E-01  2.498E+00    5.14 mm     1.36 mm     1.04 mm  
  12.00 keV   8.862E-01  2.471E+00    5.55 mm     1.45 mm     1.11 mm  
  13.00 keV   9.224E-01  2.444E+00    5.96 mm     1.54 mm     1.18 mm  
  14.00 keV   9.572E-01  2.416E+00    6.37 mm     1.63 mm     1.25 mm  
  15.00 keV   9.908E-01  2.387E+00    6.78 mm     1.71 mm     1.32 mm  
  16.00 keV   1.023E+00  2.359E+00    7.19 mm     1.80 mm     1.38 mm  
  17.00 keV   1.055E+00  2.331E+00    7.60 mm     1.88 mm     1.45 mm  
  18.00 keV   1.085E+00  2.304E+00    8.01 mm     1.97 mm     1.51 mm  
  20.00 keV   1.144E+00  2.250E+00    8.84 mm     2.13 mm     1.64 mm  
  22.50 keV   1.213E+00  2.185E+00    9.87 mm     2.33 mm     1.80 mm  
  25.00 keV   1.279E+00  2.124E+00   10.90 mm     2.53 mm     1.96 mm  
  27.50 keV   1.341E+00  2.066E+00   11.94 mm     2.72 mm     2.12 mm  
  30.00 keV   1.401E+00  2.012E+00   12.98 mm     2.90 mm     2.27 mm  
