 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> June 26, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/20Ne-isobutane_7.5torr.dat

 Ion = Neon         [10] , Mass = 20 amu

 Density =  2.4259E-05 g/cm3 = 3.5187E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Neon         [10] , Mass = 20 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.485E-01  2.451E+00    1.26 mm   346.45 um   264.24 um  
  11.00 keV   8.899E-01  2.423E+00    1.36 mm   371.88 um   283.46 um  
  12.00 keV   9.294E-01  2.394E+00    1.47 mm   396.87 um   302.41 um  
  13.00 keV   9.674E-01  2.364E+00    1.58 mm   421.45 um   321.13 um  
  14.00 keV   1.004E+00  2.335E+00    1.69 mm   445.67 um   339.65 um  
  15.00 keV   1.039E+00  2.305E+00    1.80 mm   469.53 um   357.98 um  
  16.00 keV   1.073E+00  2.276E+00    1.91 mm   493.06 um   376.15 um  
  17.00 keV   1.106E+00  2.247E+00    2.02 mm   516.26 um   394.17 um  
  18.00 keV   1.138E+00  2.218E+00    2.13 mm   539.17 um   412.06 um  
  20.00 keV   1.200E+00  2.163E+00    2.35 mm   584.38 um   447.50 um  
  22.50 keV   1.273E+00  2.098E+00    2.63 mm   639.47 um   491.22 um  
  25.00 keV   1.341E+00  2.036E+00    2.91 mm   692.90 um   534.34 um  
  27.50 keV   1.407E+00  1.977E+00    3.19 mm   744.77 um   576.92 um  
  30.00 keV   1.469E+00  1.923E+00    3.46 mm   795.18 um   619.01 um  
