 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> December 08, 2018 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/77Kr-isobutane_10.0torr.dat

 Ion = Krypton      [36] , Mass = 77 amu

 Density =  3.2345E-05 g/cm3 = 4.6916E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Krypton      [36] , Mass = 77 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.156E+00  7.228E+00  567.32 um   112.04 um    89.44 um  
  11.00 keV   1.213E+00  7.399E+00  601.14 um   117.44 um    94.25 um  
  12.00 keV   1.267E+00  7.554E+00  634.15 um   122.65 um    98.90 um  
  13.00 keV   1.318E+00  7.693E+00  666.45 um   127.69 um   103.42 um  
  14.00 keV   1.368E+00  7.819E+00  698.14 um   132.58 um   107.83 um  
  15.00 keV   1.416E+00  7.934E+00  729.27 um   137.35 um   112.13 um  
  16.00 keV   1.463E+00  8.040E+00  759.92 um   142.00 um   116.33 um  
  17.00 keV   1.508E+00  8.136E+00  790.11 um   146.54 um   120.45 um  
  18.00 keV   1.551E+00  8.226E+00  819.90 um   150.99 um   124.49 um  
  20.00 keV   1.635E+00  8.384E+00  878.41 um   159.74 um   132.36 um  
  22.50 keV   1.734E+00  8.552E+00  949.80 um   170.30 um   141.86 um  
  25.00 keV   1.828E+00  8.693E+00    1.02 mm   180.45 um   151.03 um  
  27.50 keV   1.917E+00  8.812E+00    1.09 mm   190.28 um   159.92 um  
  30.00 keV   2.003E+00  8.912E+00    1.16 mm   199.81 um   168.57 um  
  32.50 keV   2.084E+00  8.998E+00    1.22 mm   209.09 um   177.01 um  
