 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> December 07, 2018 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/33S-isobutane_10.0torr.dat

 Ion = Sulfur       [16] , Mass = 33 amu

 Density =  3.2345E-05 g/cm3 = 4.6916E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Sulfur       [16] , Mass = 33 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.216E+00  4.183E+00  681.89 um   164.38 um   132.68 um  
  11.00 keV   1.276E+00  4.199E+00  733.06 um   174.63 um   141.10 um  
  12.00 keV   1.332E+00  4.209E+00  783.70 um   184.64 um   149.32 um  
  13.00 keV   1.387E+00  4.214E+00  833.87 um   194.44 um   157.36 um  
  14.00 keV   1.439E+00  4.214E+00  883.65 um   204.05 um   165.26 um  
  15.00 keV   1.490E+00  4.210E+00  933.08 um   213.49 um   173.01 um  
  16.00 keV   1.538E+00  4.204E+00  982.21 um   222.77 um   180.64 um  
  17.00 keV   1.586E+00  4.195E+00    1.03 mm   231.91 um   188.15 um  
  18.00 keV   1.632E+00  4.185E+00    1.08 mm   240.91 um   195.56 um  
  20.00 keV   1.720E+00  4.159E+00    1.18 mm   258.69 um   210.10 um  
  22.50 keV   1.824E+00  4.120E+00    1.30 mm   280.34 um   227.81 um  
  25.00 keV   1.923E+00  4.077E+00    1.42 mm   301.35 um   245.08 um  
  27.50 keV   2.017E+00  4.031E+00    1.53 mm   321.79 um   261.97 um  
  30.00 keV   2.106E+00  3.983E+00    1.65 mm   341.71 um   278.52 um  
  32.50 keV   2.192E+00  3.935E+00    1.77 mm   361.16 um   294.77 um  
