 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 16, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/80Rb-isobutane_5.0torr.dat

 Ion = Rubidium     [37] , Mass = 80 amu

 Density =  1.6172E-05 g/cm3 = 2.3458E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Rubidium     [37] , Mass = 80 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.234E-01  7.301E+00    1.18 mm   236.47 um   188.08 um  
  11.00 keV   7.587E-01  7.479E+00    1.26 mm   247.89 um   198.22 um  
  12.00 keV   7.925E-01  7.640E+00    1.32 mm   258.92 um   208.04 um  
  13.00 keV   8.248E-01  7.785E+00    1.39 mm   269.60 um   217.59 um  
  14.00 keV   8.559E-01  7.917E+00    1.46 mm   279.99 um   226.90 um  
  15.00 keV   8.860E-01  8.037E+00    1.52 mm   290.11 um   236.00 um  
  16.00 keV   9.150E-01  8.148E+00    1.59 mm   300.00 um   244.90 um  
  17.00 keV   9.432E-01  8.250E+00    1.65 mm   309.68 um   253.64 um  
  18.00 keV   9.705E-01  8.344E+00    1.71 mm   319.17 um   262.21 um  
  20.00 keV   1.023E+00  8.511E+00    1.84 mm   337.82 um   278.93 um  
  22.50 keV   1.085E+00  8.690E+00    1.99 mm   360.39 um   299.16 um  
  25.00 keV   1.144E+00  8.840E+00    2.13 mm   382.16 um   318.73 um  
  27.50 keV   1.200E+00  8.968E+00    2.28 mm   403.26 um   337.75 um  
  30.00 keV   1.253E+00  9.077E+00    2.42 mm   423.79 um   356.29 um  
