 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 18, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/71Ga-V.dat

 Ion = Gallium      [31] , Mass = 71 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Gallium      [31] , Mass = 71 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.854E-01  2.608E+00      62 A        32 A        24 A   
  11.00 keV   1.945E-01  2.672E+00      66 A        34 A        25 A   
  12.00 keV   2.031E-01  2.728E+00      70 A        36 A        26 A   
  13.00 keV   2.114E-01  2.780E+00      74 A        37 A        27 A   
  14.00 keV   2.194E-01  2.827E+00      78 A        39 A        29 A   
  15.00 keV   2.271E-01  2.869E+00      81 A        41 A        30 A   
  16.00 keV   2.345E-01  2.908E+00      85 A        42 A        31 A   
  17.00 keV   2.418E-01  2.944E+00      89 A        44 A        32 A   
  18.00 keV   2.488E-01  2.978E+00      92 A        45 A        33 A   
  20.00 keV   2.622E-01  3.037E+00     100 A        48 A        36 A   
  22.50 keV   2.781E-01  3.100E+00     108 A        52 A        38 A   
  25.00 keV   2.932E-01  3.152E+00     117 A        56 A        41 A   
  27.50 keV   3.075E-01  3.197E+00     126 A        59 A        44 A   
  30.00 keV   3.212E-01  3.236E+00     134 A        63 A        46 A   
  32.50 keV   3.343E-01  3.268E+00     143 A        66 A        49 A   
  35.00 keV   3.469E-01  3.296E+00     151 A        70 A        51 A   
  37.50 keV   3.591E-01  3.321E+00     159 A        73 A        53 A   
  40.00 keV   3.708E-01  3.341E+00     168 A        76 A        56 A   
