 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/70Ge-V.dat

 Ion = Germanium    [32] , Mass = 70 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Germanium    [32] , Mass = 70 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.565E-01  2.648E+00      61 A        32 A        24 A   
  11.00 keV   1.641E-01  2.713E+00      65 A        34 A        25 A   
  12.00 keV   1.714E-01  2.771E+00      69 A        36 A        26 A   
  13.00 keV   1.784E-01  2.824E+00      73 A        37 A        27 A   
  14.00 keV   1.852E-01  2.872E+00      77 A        39 A        29 A   
  15.00 keV   1.917E-01  2.916E+00      80 A        41 A        30 A   
  16.00 keV   1.979E-01  2.956E+00      84 A        42 A        31 A   
  17.00 keV   2.040E-01  2.993E+00      88 A        44 A        32 A   
  18.00 keV   2.099E-01  3.028E+00      91 A        45 A        33 A   
  20.00 keV   2.213E-01  3.089E+00      98 A        49 A        36 A   
  22.50 keV   2.347E-01  3.154E+00     107 A        52 A        38 A   
  25.00 keV   2.474E-01  3.209E+00     116 A        56 A        41 A   
  27.50 keV   2.595E-01  3.256E+00     124 A        59 A        44 A   
  30.00 keV   2.710E-01  3.296E+00     133 A        63 A        46 A   
  32.50 keV   2.821E-01  3.330E+00     141 A        66 A        49 A   
  35.00 keV   2.928E-01  3.359E+00     149 A        70 A        51 A   
  37.50 keV   3.030E-01  3.385E+00     158 A        73 A        53 A   
  40.00 keV   3.130E-01  3.407E+00     166 A        76 A        56 A   
