 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> December 10, 2018 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/21Ne-isobutane_20.0torr.dat

 Ion = Neon         [10] , Mass = 21 amu

 Density =  6.4690E-05 g/cm3 = 9.3832E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Neon         [10] , Mass = 21 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.280E-01  2.489E+00  471.77 um   128.18 um    98.18 um  
  11.00 keV   8.684E-01  2.462E+00  512.84 um   137.56 um   105.29 um  
  12.00 keV   9.070E-01  2.434E+00  553.90 um   146.78 um   112.30 um  
  13.00 keV   9.441E-01  2.405E+00  594.96 um   155.85 um   119.23 um  
  14.00 keV   9.797E-01  2.376E+00  636.03 um   164.78 um   126.08 um  
  15.00 keV   1.014E+00  2.348E+00  677.14 um   173.59 um   132.86 um  
  16.00 keV   1.047E+00  2.319E+00  718.28 um   182.28 um   139.58 um  
  17.00 keV   1.080E+00  2.290E+00  759.46 um   190.85 um   146.25 um  
  18.00 keV   1.111E+00  2.262E+00  800.67 um   199.32 um   152.87 um  
  20.00 keV   1.171E+00  2.208E+00  883.25 um   216.04 um   165.98 um  
  22.50 keV   1.242E+00  2.143E+00  986.71 um   236.43 um   182.15 um  
  25.00 keV   1.309E+00  2.081E+00    1.09 mm   256.23 um   198.11 um  
  27.50 keV   1.373E+00  2.023E+00    1.19 mm   275.47 um   213.87 um  
  30.00 keV   1.434E+00  1.968E+00    1.30 mm   294.19 um   229.45 um  
  32.50 keV   1.493E+00  1.917E+00    1.40 mm   312.41 um   244.87 um  
