 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> July 21, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/21Na-isobutane_10.0torr.dat

 Ion = Sodium       [11] , Mass = 21 amu

 Density =  3.2345E-05 g/cm3 = 4.6916E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Sodium       [11] , Mass = 21 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.183E-01  2.731E+00  886.40 um   245.08 um   187.61 um  
  11.00 keV   8.582E-01  2.707E+00  962.80 um   262.93 um   201.10 um  
  12.00 keV   8.964E-01  2.681E+00    1.04 mm   280.50 um   214.39 um  
  13.00 keV   9.330E-01  2.654E+00    1.12 mm   297.80 um   227.52 um  
  14.00 keV   9.682E-01  2.626E+00    1.19 mm   314.87 um   240.50 um  
  15.00 keV   1.002E+00  2.598E+00    1.27 mm   331.71 um   253.34 um  
  16.00 keV   1.035E+00  2.570E+00    1.34 mm   348.34 um   266.08 um  
  17.00 keV   1.067E+00  2.542E+00    1.42 mm   364.77 um   278.71 um  
  18.00 keV   1.098E+00  2.514E+00    1.50 mm   381.00 um   291.24 um  
  20.00 keV   1.157E+00  2.459E+00    1.65 mm   413.13 um   316.09 um  
  22.50 keV   1.227E+00  2.392E+00    1.84 mm   452.42 um   346.75 um  
  25.00 keV   1.294E+00  2.329E+00    2.04 mm   490.67 um   377.03 um  
  27.50 keV   1.357E+00  2.269E+00    2.23 mm   527.96 um   406.98 um  
  30.00 keV   1.417E+00  2.211E+00    2.42 mm   564.35 um   436.62 um  
