 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/68Zn-V.dat

 Ion = Zinc         [30] , Mass = 68 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Zinc         [30] , Mass = 68 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.910E-01  2.527E+00      63 A        33 A        24 A   
  11.00 keV   2.003E-01  2.587E+00      67 A        35 A        25 A   
  12.00 keV   2.092E-01  2.641E+00      71 A        37 A        27 A   
  13.00 keV   2.177E-01  2.689E+00      75 A        38 A        28 A   
  14.00 keV   2.259E-01  2.733E+00      78 A        40 A        29 A   
  15.00 keV   2.339E-01  2.773E+00      82 A        42 A        31 A   
  16.00 keV   2.415E-01  2.809E+00      86 A        43 A        32 A   
  17.00 keV   2.490E-01  2.843E+00      90 A        45 A        33 A   
  18.00 keV   2.562E-01  2.874E+00      94 A        47 A        34 A   
  20.00 keV   2.700E-01  2.929E+00     101 A        50 A        36 A   
  22.50 keV   2.864E-01  2.987E+00     110 A        54 A        39 A   
  25.00 keV   3.019E-01  3.035E+00     119 A        57 A        42 A   
  27.50 keV   3.167E-01  3.076E+00     128 A        61 A        45 A   
  30.00 keV   3.307E-01  3.111E+00     136 A        65 A        47 A   
  32.50 keV   3.442E-01  3.140E+00     145 A        68 A        50 A   
  35.00 keV   3.572E-01  3.165E+00     154 A        72 A        52 A   
  37.50 keV   3.698E-01  3.187E+00     162 A        75 A        55 A   
  40.00 keV   3.819E-01  3.205E+00     171 A        79 A        57 A   
