 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/66Ga-V.dat

 Ion = Gallium      [31] , Mass = 66 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Gallium      [31] , Mass = 66 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.923E-01  2.555E+00      61 A        33 A        24 A   
  11.00 keV   2.017E-01  2.616E+00      65 A        35 A        25 A   
  12.00 keV   2.107E-01  2.671E+00      69 A        36 A        27 A   
  13.00 keV   2.193E-01  2.720E+00      73 A        38 A        28 A   
  14.00 keV   2.276E-01  2.765E+00      77 A        40 A        29 A   
  15.00 keV   2.355E-01  2.806E+00      81 A        41 A        30 A   
  16.00 keV   2.433E-01  2.843E+00      84 A        43 A        32 A   
  17.00 keV   2.507E-01  2.878E+00      88 A        45 A        33 A   
  18.00 keV   2.580E-01  2.909E+00      92 A        46 A        34 A   
  20.00 keV   2.720E-01  2.966E+00      99 A        50 A        36 A   
  22.50 keV   2.885E-01  3.025E+00     108 A        53 A        39 A   
  25.00 keV   3.041E-01  3.075E+00     116 A        57 A        42 A   
  27.50 keV   3.189E-01  3.117E+00     125 A        61 A        44 A   
  30.00 keV   3.331E-01  3.153E+00     134 A        64 A        47 A   
  32.50 keV   3.467E-01  3.184E+00     142 A        68 A        50 A   
  35.00 keV   3.598E-01  3.210E+00     150 A        71 A        52 A   
  37.50 keV   3.724E-01  3.232E+00     159 A        75 A        55 A   
  40.00 keV   3.846E-01  3.251E+00     167 A        78 A        57 A   
