 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> December 14, 2018 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/85Rb-mylar.dat

 Ion = Rubidium     [37] , Mass = 85 amu

 Density =  1.3970E+00 g/cm3 = 9.6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    045.45    062.50   
      H      1    036.36    004.20   
      O      8    018.18    033.30   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Rubidium     [37] , Mass = 85 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   4.455E-01  6.065E+00     163 A        38 A        30 A   
  11.00 keV   4.672E-01  6.212E+00     173 A        40 A        32 A   
  12.00 keV   4.880E-01  6.343E+00     182 A        42 A        33 A   
  13.00 keV   5.079E-01  6.463E+00     192 A        44 A        35 A   
  14.00 keV   5.271E-01  6.571E+00     201 A        45 A        36 A   
  15.00 keV   5.456E-01  6.670E+00     210 A        47 A        38 A   
  16.00 keV   5.635E-01  6.761E+00     219 A        49 A        39 A   
  17.00 keV   5.808E-01  6.844E+00     228 A        50 A        41 A   
  18.00 keV   5.977E-01  6.921E+00     236 A        52 A        42 A   
  20.00 keV   6.300E-01  7.058E+00     254 A        55 A        45 A   
  22.50 keV   6.682E-01  7.204E+00     275 A        59 A        48 A   
  25.00 keV   7.044E-01  7.326E+00     295 A        62 A        51 A   
  27.50 keV   7.387E-01  7.430E+00     315 A        66 A        55 A   
  30.00 keV   7.716E-01  7.519E+00     335 A        69 A        58 A   
  32.50 keV   8.031E-01  7.595E+00     355 A        73 A        61 A   
  35.00 keV   8.334E-01  7.660E+00     375 A        76 A        64 A   
  37.50 keV   8.627E-01  7.716E+00     394 A        79 A        67 A   
